host_response_time,host_response_time_skala,host_identity_verified,host_is_superhost,host_total_listings_count,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy
within an hour,1,0,0,2,Mitte,Apartment,Entire home/apt,2,1,1,2,Real Bed,69,150,29,2,5,365,4,10,16,251,65,92,0,strict_14_with_grace_period
within an hour,1,0,0,2,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,69,150,29,2,5,365,9,15,16,272,41,91,0,strict_14_with_grace_period
within an hour,1,1,1,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,46,0,20,1,3,60,4,10,16,249,127,97,0,moderate
within a day,3,0,0,1,Tempelhof - Schoenenberg,House,Entire home/apt,8,2.5,4,8,Real Bed,65,2400,200,4,60,365,0,0,0,0,6,100,0,flexible
within an hour,1,0,1,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,28,89,20,1,1,90,9,39,58,58,194,97,0,strict_14_with_grace_period
within a day,3,0,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,1,1,1,1,Real Bed,30,150,30,1,60,365,0,8,8,191,19,93,0,strict_14_with_grace_period
within an hour,1,0,0,3,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,49,0,70,2,60,365,0,0,0,73,62,93,0,strict_14_with_grace_period
within a few hours,2,0,1,2,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,1,Real Bed,98,1000,75,2,60,730,16,16,16,150,37,99,0,strict_14_with_grace_period
within a day,3,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,32,0,20,1,2,14,0,0,0,27,30,99,0,moderate
within a day,3,0,0,1,Marzahn - Hellersdorf,Apartment,Entire home/apt,4,1,1,4,Real Bed,55,0,25,2,2,180,0,0,0,0,20,93,0,flexible
within a few hours,2,0,0,2,Reinickendorf,House,Entire home/apt,8,2,2,2,Real Bed,149,200,80,4,3,30,11,27,40,302,0,,1,strict_14_with_grace_period
,,0,0,2,Mitte,Apartment,Entire home/apt,4,1,2,2,Real Bed,82,300,40,2,90,365,0,0,0,194,39,98,0,strict_14_with_grace_period
within a day,3,0,0,2,Reinickendorf,Apartment,Entire home/apt,2,1,1,2,Real Bed,50,0,30,1,5,30,5,8,11,153,4,95,0,strict_14_with_grace_period
within an hour,1,0,0,2,Neukoelln,Apartment,Entire home/apt,3,1,0,1,Real Bed,45,0,15,1,2,365,1,5,6,210,6,88,1,strict_14_with_grace_period
within an hour,1,0,1,2,Pankow,Apartment,Entire home/apt,2,1,1,2,Real Bed,60,0,25,1,3,30,4,9,13,78,407,96,1,strict_14_with_grace_period
within a few hours,2,0,1,2,Mitte,Apartment,Private room,2,1,1,2,Real Bed,55,600,65,2,90,365,0,0,0,75,101,96,0,strict_14_with_grace_period
within an hour,1,0,1,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,30,0,20,1,8,120,4,8,19,19,56,97,0,strict_14_with_grace_period
within an hour,1,1,1,3,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,31,150,25,1,3,60,0,0,0,0,147,92,1,strict_14_with_grace_period
within a few hours,2,0,1,2,Marzahn - Hellersdorf,House,Private room,1,2,1,1,Real Bed,35,100,35,1,5,180,0,13,28,192,17,100,0,moderate
within a few hours,2,0,0,2,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,45,100,49,2,2,365,3,6,14,230,117,80,0,strict_14_with_grace_period
within a few hours,2,1,1,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,2,1,2,Real Bed,100,400,60,2,4,365,3,15,27,262,47,94,0,moderate
within an hour,1,1,0,6,Mitte,Apartment,Entire home/apt,4,1,0,1,Real Bed,63,150,20,2,2,365,6,7,14,237,81,88,1,strict_14_with_grace_period
within an hour,1,1,1,1,Mitte,Apartment,Entire home/apt,5,1,1,3,Real Bed,175,1500,80,3,2,1095,10,33,33,303,30,95,1,strict_14_with_grace_period
within an hour,1,1,1,2,Mitte,Apartment,Entire home/apt,5,1,2,5,Real Bed,130,100,55,2,1,365,3,8,12,91,208,91,1,strict_14_with_grace_period
within an hour,1,1,1,2,Mitte,Apartment,Entire home/apt,8,1,2,8,Real Bed,120,100,60,2,1,365,9,12,15,107,171,94,1,strict_14_with_grace_period
within an hour,1,0,0,2,Treptow - Koepenick,Apartment,Entire home/apt,4,1,2,4,Real Bed,64,100,0,2,2,365,7,18,30,278,74,87,1,flexible
within a day,3,0,0,1,Tempelhof - Schoenenberg,Apartment,Private room,3,1,1,2,Real Bed,29,100,15,1,1,20,5,20,48,322,66,90,0,flexible
within a few hours,2,1,0,1,Mitte,Apartment,Entire home/apt,6,1,3,6,Real Bed,150,120,45,1,5,365,9,17,21,259,114,89,1,strict_14_with_grace_period
within an hour,1,0,0,3,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,2,Real Bed,60,100,30,1,3,1124,5,23,37,188,94,88,1,strict_14_with_grace_period
within an hour,1,0,0,3,Mitte,Apartment,Entire home/apt,4,1,1,4,Real Bed,79,100,40,2,3,365,4,9,22,213,91,90,1,strict_14_with_grace_period
within a few hours,2,0,1,2,Reinickendorf,Apartment,Entire home/apt,2,,1,2,Real Bed,25,700,0,2,30,365,0,0,0,104,4,100,1,strict_14_with_grace_period
within a few hours,2,0,1,2,Reinickendorf,Apartment,Entire home/apt,2,,1,2,Real Bed,21,600,0,2,30,365,0,0,0,0,6,83,1,strict_14_with_grace_period
within an hour,1,0,0,6,Tempelhof - Schoenenberg,Apartment,Entire home/apt,3,1,0,2,Real Bed,53,0,19,1,1,365,1,3,10,46,152,88,1,strict_14_with_grace_period
within a few hours,2,1,0,4,Charlottenburg-Wilm.,Apartment,Private room,3,1.5,1,2,Real Bed,45,200,20,1,14,1125,0,0,0,0,12,100,0,moderate
,,1,0,1,Charlottenburg-Wilm.,Apartment,Private room,3,1,1,2,Real Bed,45,0,0,1,2,760,0,0,0,0,5,92,0,flexible
within an hour,1,0,1,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,4,1,1,2,Real Bed,69,0,30,2,2,1125,3,16,16,257,126,93,1,flexible
within a day,3,1,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,6,1,2,4,Real Bed,70,0,31,2,90,365,0,0,20,200,44,89,0,moderate
,,0,0,1,Neukoelln,Apartment,Entire home/apt,2,1,2,1,Real Bed,55,350,50,2,4,21,0,0,0,0,3,93,0,strict_14_with_grace_period
within a few hours,2,1,1,4,Pankow,House,Private room,1,1,1,1,Real Bed,55,0,0,1,3,365,0,0,0,0,10,100,0,strict_14_with_grace_period
within a few hours,2,1,1,4,Pankow,House,Private room,2,1,1,1,Real Bed,60,0,0,1,3,31,13,43,72,347,3,100,0,strict_14_with_grace_period
within a few hours,2,1,1,4,Pankow,House,Private room,2,1,1,1,Real Bed,60,0,0,1,3,14,20,50,80,355,11,80,0,strict_14_with_grace_period
within a few hours,2,0,0,7,Charlottenburg-Wilm.,Apartment,Entire home/apt,6,2,2,5,Real Bed,97,100,50,2,3,30,5,11,15,231,23,87,0,strict_14_with_grace_period
within a few hours,2,1,1,4,Pankow,House,Private room,4,1,1,2,Real Bed,95,0,0,1,3,365,13,22,41,309,19,98,0,strict_14_with_grace_period
within an hour,1,0,1,2,Tempelhof - Schoenenberg,Apartment,Entire home/apt,3,1,1,2,Real Bed,65,0,25,1,3,61,9,9,9,9,28,94,1,strict_14_with_grace_period
within a day,3,0,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,4,1,1,2,Real Bed,60,0,40,2,3,60,11,22,34,255,21,99,0,strict_14_with_grace_period
within a few hours,2,0,0,7,Charlottenburg-Wilm.,Apartment,Entire home/apt,4,1,1,1,Real Bed,58,100,35,1,3,365,9,12,22,249,5,93,0,strict_14_with_grace_period
within a few hours,2,0,0,7,Tempelhof - Schoenenberg,Apartment,Entire home/apt,6,1,2,3,Real Bed,72,100,50,2,3,365,2,12,19,242,4,75,0,strict_14_with_grace_period
within a few hours,2,0,1,1,Spandau,House,Private room,2,1,1,1,Real Bed,40,0,10,1,1,1125,11,29,32,296,41,97,0,moderate
within a day,3,0,1,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,79,400,30,1,4,30,1,25,55,313,57,97,0,strict_14_with_grace_period
within a few hours,2,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,1,1,Real Bed,56,1600,60,2,60,1125,0,0,0,114,2,100,0,moderate
within an hour,1,1,1,2,Tempelhof - Schoenenberg,Apartment,Private room,1,1,2,1,Real Bed,80,500,10,1,2,4,13,23,23,157,122,94,0,strict_14_with_grace_period
within a few hours,2,0,0,3,Friedrichshain-Kreuzberg,Apartment,Private room,4,2,1,2,Real Bed,32,0,15,1,2,365,0,0,0,225,40,91,0,flexible
within a few hours,2,0,0,3,Friedrichshain-Kreuzberg,Apartment,Private room,5,2,1,3,Real Bed,32,0,15,1,2,365,10,20,31,113,146,92,0,moderate
within a few hours,2,0,0,3,Friedrichshain-Kreuzberg,Apartment,Private room,2,2,1,2,Real Bed,28,0,15,1,2,90,0,5,15,179,37,93,0,moderate
within an hour,1,1,0,3,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,49,100,33,1,3,100,1,1,1,1,73,93,1,moderate
within an hour,1,1,0,3,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,1,2,Real Bed,80,200,40,1,93,1100,0,0,0,124,95,89,0,strict_14_with_grace_period
within an hour,1,1,0,3,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,2,3,Real Bed,50,100,40,3,93,1000,0,0,0,0,100,87,0,strict_14_with_grace_period
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,0,2,Real Bed,55,300,64,2,3,31,5,12,26,116,128,86,0,strict_14_with_grace_period
within a few hours,2,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,5,1,2,5,Real Bed,75,150,0,2,3,365,5,10,13,218,102,90,0,moderate
within a day,3,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,6,1,2,6,Real Bed,96,0,30,3,2,365,0,1,3,216,162,92,0,moderate
within a few hours,2,0,0,2,Tempelhof - Schoenenberg,Apartment,Entire home/apt,6,2,2,3,Real Bed,51,0,30,2,3,365,5,12,16,238,46,94,1,strict_14_with_grace_period
within a day,3,0,1,3,Mitte,Apartment,Entire home/apt,3,1,1,2,Real Bed,70,0,25,1,60,365,0,0,0,212,31,96,0,strict_14_with_grace_period
within a day,3,0,1,3,Mitte,Apartment,Entire home/apt,3,1,1,2,Real Bed,60,0,25,1,60,365,28,46,46,296,9,98,0,strict_14_with_grace_period
within an hour,1,0,0,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,2,2,Real Bed,50,200,49,2,4,365,10,14,14,14,85,84,1,strict_14_with_grace_period
within an hour,1,0,1,1,Friedrichshain-Kreuzberg,Apartment,Private room,1,1,1,1,Real Bed,39,0,29,1,1,14,22,36,65,340,74,92,1,strict_14_with_grace_period
within a few hours,2,0,1,3,Steglitz - Zehlendorf,Apartment,Entire home/apt,2,1,2,2,Real Bed,59,100,40,2,2,365,4,8,10,204,95,93,0,strict_14_with_grace_period
within an hour,1,1,1,1,Pankow,Apartment,Entire home/apt,3,2,0,3,Real Bed,109,0,49,2,2,1124,15,29,48,68,132,95,1,strict_14_with_grace_period
within a few hours,2,1,1,2,Pankow,Apartment,Private room,2,1.5,1,1,Real Bed,49,150,23,1,2,5,0,0,0,0,213,97,0,moderate
within an hour,1,0,0,1,Neukoelln,Apartment,Entire home/apt,4,1,1,2,Real Bed,55,0,30,2,1,365,10,24,38,267,42,99,0,flexible
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,60,400,100,1,14,60,2,2,2,227,0,,0,moderate
within an hour,1,1,0,4,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,55,0,20,2,3,365,4,10,10,242,77,88,1,moderate
within a few hours,2,0,0,1,Neukoelln,Apartment,Private room,2,1,1,2,Real Bed,45,2500,35,1,2,31,0,0,0,255,8,100,1,strict_14_with_grace_period
within an hour,1,0,1,2,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,60,0,25,1,2,30,4,9,24,96,457,97,1,strict_14_with_grace_period
within a few hours,2,1,0,4,Charlottenburg-Wilm.,Apartment,Entire home/apt,4,1,3,3,Real Bed,98,300,60,2,3,360,1,6,6,139,14,98,0,strict_14_with_grace_period
,,1,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,1,2,Pull-out Sofa,55,1000,60,1,93,365,0,0,0,253,11,98,0,strict_14_with_grace_period
a few days or more,4,1,0,1,Treptow - Koepenick,Apartment,Entire home/apt,4,1,1,3,Real Bed,85,200,37,1,3,365,19,49,79,202,5,90,0,flexible
,,0,1,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,48,150,15,1,2,365,0,0,0,0,33,96,1,flexible
within an hour,1,0,1,6,Neukoelln,Apartment,Entire home/apt,5,1,1,2,Real Bed,55,500,40,2,60,1125,0,0,11,192,40,96,0,strict_14_with_grace_period
within an hour,1,1,0,1,Mitte,Apartment,Entire home/apt,3,1,1,2,Real Bed,129,400,35,2,3,62,0,0,0,21,91,98,0,moderate
within an hour,1,0,1,1,Pankow,Apartment,Entire home/apt,4,1,2,4,Real Bed,74,250,30,1,2,300,6,8,10,174,183,97,1,moderate
within a day,3,0,0,1,Treptow - Koepenick,House,Entire home/apt,4,1.5,2,4,Real Bed,46,0,0,1,3,90,2,3,5,246,20,94,0,moderate
within an hour,1,1,0,4,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,55,0,20,2,3,760,6,8,10,249,76,92,1,moderate
within a few hours,2,0,0,1,Neukoelln,Apartment,Entire home/apt,4,1,1,1,Real Bed,55,0,0,2,5,30,3,11,24,289,16,99,0,moderate
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,1,1,Real Bed,65,800,50,2,1,365,0,0,0,0,2,80,0,moderate
within an hour,1,1,0,1,Pankow,Apartment,Entire home/apt,3,1,1,2,Real Bed,89,500,65,1,3,1125,6,13,22,256,189,92,0,strict_14_with_grace_period
within an hour,1,0,1,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,0,30,1,4,1124,4,8,8,8,68,95,1,moderate
within a few hours,2,1,1,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,40,300,12,1,3,10,1,6,11,74,227,96,0,strict_14_with_grace_period
within a few hours,2,0,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,8,2.5,2,8,Real Bed,125,2000,60,2,3,160,9,21,25,105,70,96,0,strict_14_with_grace_period
within an hour,1,0,0,3,Mitte,Apartment,Entire home/apt,4,1,1,4,Real Bed,61,200,35,2,3,365,0,0,0,0,85,99,0,moderate
within an hour,1,0,1,2,Pankow,Apartment,Entire home/apt,2,,1,1,Real Bed,60,0,30,1,3,365,0,0,0,0,126,93,1,strict_14_with_grace_period
,,1,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,0,30,1,3,760,0,0,0,0,28,89,0,strict_14_with_grace_period
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,1,1,Real Bed,70,400,20,2,3,20,0,0,0,0,25,95,0,strict_14_with_grace_period
within a day,3,0,0,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,55,175,50,1,2,20,7,12,42,312,85,97,1,strict_14_with_grace_period
,,1,0,1,Mitte,Apartment,Entire home/apt,7,1,3,6,Real Bed,100,100,60,2,90,600,30,60,90,270,65,94,1,strict_14_with_grace_period
within a day,3,1,0,1,Mitte,Apartment,Private room,2,1,2,2,Real Bed,76,200,69,1,2,365,19,49,79,354,42,96,0,moderate
within a few hours,2,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,2,3,Real Bed,60,500,150,4,90,180,0,0,0,0,90,95,0,strict_14_with_grace_period
,,1,0,1,Pankow,Apartment,Entire home/apt,3,1,2,2,Real Bed,60,500,60,1,14,28,0,0,0,0,0,,0,strict_14_with_grace_period
,,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,1,1,1,1,Real Bed,29,150,0,1,3,90,0,0,0,0,0,,0,strict_14_with_grace_period
within an hour,1,0,0,4,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,1,Real Bed,38,800,50,1,28,365,0,0,0,0,10,90,1,flexible
within a few hours,2,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,2,2,Real Bed,140,300,50,2,5,30,11,16,22,22,52,97,0,strict_14_with_grace_period
within an hour,1,0,0,4,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,1,Real Bed,38,800,50,1,28,365,0,0,0,225,16,88,1,flexible
within an hour,1,0,0,4,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,1,Real Bed,53,0,30,1,3,365,1,4,4,4,19,83,1,flexible
within an hour,1,0,0,4,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,1,Real Bed,38,800,50,1,28,365,0,9,19,276,19,88,1,flexible
,,1,0,1,Mitte,Apartment,Entire home/apt,5,2,2,3,Real Bed,120,150,35,2,4,365,0,0,0,0,10,98,0,moderate
within a few hours,2,0,1,5,Pankow,Apartment,Private room,2,1,1,1,Real Bed,50,69,12,1,1,45,0,4,9,243,545,93,0,strict_14_with_grace_period
a few days or more,4,0,0,2,Friedrichshain-Kreuzberg,Apartment,Private room,4,1,1,2,Real Bed,29,0,15,1,2,1125,1,1,2,195,23,97,0,strict_14_with_grace_period
within an hour,1,0,1,3,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,0,1,14,1000,1,25,25,25,27,90,1,flexible
within a few hours,2,1,0,3,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,3,3,Real Bed,40,0,50,2,85,365,0,0,0,131,18,84,0,strict_14_with_grace_period
,,1,0,2,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,64,0,35,1,2,365,0,0,0,128,57,96,0,strict_14_with_grace_period
,,1,0,2,Pankow,Apartment,Entire home/apt,4,,1,1,Real Bed,66,0,35,1,3,365,0,0,0,0,70,96,0,strict_14_with_grace_period
within a day,3,0,0,1,Pankow,Apartment,Private room,2,1,1,1,Real Bed,66,300,25,1,4,30,18,40,59,308,31,96,0,flexible
within a few hours,2,1,1,1,Pankow,Apartment,Private room,2,2,1,1,Real Bed,37,0,15,1,3,999,2,4,4,127,182,99,0,moderate
within a day,3,1,1,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,69,100,30,1,3,100,5,10,13,255,222,98,0,strict_14_with_grace_period
within an hour,1,1,1,2,Pankow,Apartment,Entire home/apt,4,1,2,3,Real Bed,165,200,90,3,4,365,6,9,15,245,183,96,1,moderate
,,1,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,200,20,1,4,1125,0,0,0,0,3,100,0,moderate
,,0,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,100,0,1,3,20,0,0,0,0,12,98,0,moderate
within an hour,1,0,1,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,8,2,3,5,Real Bed,235,300,75,4,3,90,5,10,15,239,147,98,1,strict_14_with_grace_period
within a few hours,2,0,1,10,Charlottenburg-Wilm.,Apartment,Entire home/apt,3,1,2,4,Real Bed,38,600,90,2,30,1125,0,0,0,255,1,80,0,moderate
,,1,1,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,1,2,Real Bed,54,0,50,1,60,1124,0,13,43,318,45,98,0,flexible
within an hour,1,0,1,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Pull-out Sofa,30,250,12,1,2,5,6,20,20,20,159,95,0,moderate
within a few hours,2,1,0,2,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,2,Real Bed,31,700,40,1,90,365,0,0,0,0,4,85,0,strict_14_with_grace_period
within an hour,1,0,0,3,Mitte,Apartment,Entire home/apt,6,1,1,2,Real Bed,84,100,35,2,1,365,2,7,17,266,273,94,1,strict_14_with_grace_period
within an hour,1,0,1,2,Mitte,Apartment,Entire home/apt,4,1,1,1,Real Bed,77,150,55,2,7,1125,0,8,13,210,62,95,0,strict_14_with_grace_period
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,38,0,15,1,4,1124,0,0,0,0,92,93,0,moderate
within a few hours,2,0,1,3,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,1,2,Real Bed,39,100,30,1,2,1125,2,3,6,178,206,95,0,moderate
within a few hours,2,0,1,3,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,1,2,Real Bed,44,100,35,2,2,1125,6,9,12,196,58,97,0,strict_14_with_grace_period
within an hour,1,1,0,9,Pankow,Apartment,Entire home/apt,4,1,0,2,Real Bed,87,200,0,2,3,200,5,9,25,268,308,90,1,strict_14_with_grace_period
within an hour,1,1,0,9,Pankow,Apartment,Entire home/apt,4,1,0,2,Real Bed,95,200,0,2,3,93,8,15,24,285,283,91,1,strict_14_with_grace_period
within a few hours,2,1,0,10,Neukoelln,Apartment,Private room,2,2,1,1,Real Bed,27,100,0,1,3,60,0,0,0,133,52,88,0,strict_14_with_grace_period
within a few hours,2,1,0,10,Neukoelln,Apartment,Private room,2,,1,2,Real Bed,27,100,0,1,3,31,10,24,47,322,66,89,0,strict_14_with_grace_period
within a few hours,2,1,0,10,Neukoelln,Apartment,Private room,3,2,1,3,Real Bed,27,100,0,1,3,60,9,20,37,305,135,87,0,strict_14_with_grace_period
within a few hours,2,1,0,10,Neukoelln,Apartment,Private room,3,1,1,3,Real Bed,27,100,0,1,3,60,17,25,35,305,161,86,0,strict_14_with_grace_period
,,1,0,2,Neukoelln,Apartment,Private room,2,,2,1,Futon,30,0,0,1,3,30,0,0,0,0,2,100,0,moderate
,,1,0,2,Neukoelln,Apartment,Entire home/apt,2,1,2,1,Real Bed,30,0,0,2,4,30,0,0,0,0,2,90,0,strict_14_with_grace_period
within a day,3,1,0,2,Steglitz - Zehlendorf,Apartment,Private room,2,1,1,1,Real Bed,55,0,55,2,3,21,23,53,83,83,28,89,1,moderate
within a day,3,1,0,1,Pankow,House,Private room,2,1,1,2,Real Bed,28,0,20,1,3,30,11,21,24,285,50,100,0,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,2,4,Real Bed,72,0,30,2,3,365,0,0,0,0,14,98,0,moderate
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Private room,2,1.5,1,1,Real Bed,35,0,0,1,5,25,0,0,0,0,12,93,0,flexible
within a few hours,2,1,0,1,Pankow,Apartment,Entire home/apt,5,1,1,3,Real Bed,70,500,25,1,5,30,0,6,7,7,40,95,1,moderate
within a few hours,2,1,0,1,Pankow,Apartment,Private room,2,1,1,1,Real Bed,48,250,15,1,2,6,0,0,0,0,10,100,0,moderate
,,1,0,3,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,54,100,0,2,90,1125,0,0,0,102,133,97,0,strict_14_with_grace_period
,,0,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,38,500,0,1,90,900,0,0,0,165,6,92,0,moderate
within a day,3,0,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,500,45,2,14,60,2,10,40,307,20,94,0,moderate
within a few hours,2,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,5,1,1,5,Real Bed,65,0,20,1,2,365,7,24,33,292,281,89,0,flexible
within a few hours,2,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,1,2,1,1,Real Bed,49,150,20,1,14,1125,13,31,31,162,46,93,0,moderate
within an hour,1,1,1,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,60,250,30,1,1,1125,4,11,16,270,171,97,1,strict_14_with_grace_period
within an hour,1,0,1,2,Pankow,Apartment,Private room,2,1,1,2,Real Bed,75,0,40,2,2,90,7,11,20,285,152,99,1,moderate
within a few hours,2,0,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,1,Real Bed,48,1500,180,1,60,365,6,6,18,293,4,80,0,strict_14_with_grace_period
within an hour,1,1,1,1,Treptow - Koepenick,Apartment,Entire home/apt,3,1,1,1,Real Bed,50,0,45,1,5,100,0,0,0,0,84,93,1,moderate
within an hour,1,1,1,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,35,200,30,1,2,29,0,0,11,11,80,95,0,moderate
,,0,0,1,Mitte,Apartment,Entire home/apt,1,1,1,1,Real Bed,65,150,50,2,5,30,0,0,0,0,18,94,0,strict_14_with_grace_period
within a day,3,1,0,2,Charlottenburg-Wilm.,Apartment,Private room,2,1,1,1,Real Bed,29,85,0,1,10,1125,2,2,3,258,41,98,0,moderate
within a few hours,2,0,0,1,Treptow - Koepenick,House,Entire home/apt,15,5,8,15,Real Bed,74,100,45,1,6,20,0,0,0,0,10,92,1,flexible
within a few hours,2,0,0,1,Mitte,Apartment,Entire home/apt,2,1,1,2,Real Bed,60,300,45,1,45,400,0,0,0,235,1,73,1,moderate
within an hour,1,0,0,1,Pankow,Apartment,Entire home/apt,6,1,2,6,Real Bed,48,0,0,3,2,1125,4,11,14,235,122,89,0,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,59,150,50,2,3,30,0,0,0,0,63,93,1,moderate
,,1,0,3,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,36,0,40,2,90,2000,0,0,0,133,122,96,0,strict_14_with_grace_period
within an hour,1,1,0,2,Mitte,Apartment,Entire home/apt,4,1,2,3,Real Bed,85,200,40,1,4,1125,8,14,14,21,42,95,0,strict_14_with_grace_period
within an hour,1,1,1,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,150,30,2,3,20,3,4,21,115,318,98,1,strict_14_with_grace_period
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,78,0,0,2,5,1125,0,0,0,0,9,100,0,moderate
within a day,3,1,0,1,Pankow,Apartment,Private room,2,1,1,1,Real Bed,49,500,12,1,2,12,23,53,83,358,16,99,0,moderate
within an hour,1,1,1,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,1,2,Real Bed,82,100,35,2,3,1000,6,9,16,265,198,97,0,strict_14_with_grace_period
,,0,0,3,Mitte,Apartment,Entire home/apt,4,1,2,2,Real Bed,33,300,0,2,62,1125,0,0,0,42,19,91,0,strict_14_with_grace_period
,,0,0,3,Mitte,Apartment,Entire home/apt,4,1,2,2,Real Bed,33,300,0,2,62,1125,0,0,0,42,23,93,0,strict_14_with_grace_period
,,0,0,3,Mitte,Apartment,Entire home/apt,2,1,1,2,Real Bed,33,300,0,2,62,1125,0,0,0,42,10,96,0,strict_14_with_grace_period
within an hour,1,1,1,5,Mitte,Apartment,Private room,2,1.5,1,1,Real Bed,108,1000,0,1,56,1125,3,13,35,306,11,95,0,strict_14_with_grace_period
